Season,Name,Team,Age,G,PA,AB,BB%,K%,Swing%,O-Swing%,Z-Swing%,Contact%,O-Contact%,Z-Contact%,Zone%,SwStr%,EV,maxEV,LA,Barrel%,HardHit%,BABIP,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,BsR,Spd,SB,CS,Pos,xBA,xSLG,xwOBA,AVG+,OPS+,ISO+,wRC+,WAR
2024,Aaron Judge,NYY,32,158,704,559,0.188920454,0.242897727,0.42010399,0.21256606,0.71912014,0.7120462,0.48895028,0.80705882,0.40970537,0.12088673,96.23058925,117.5,18.89460154,0.2685422,0.6112532,0.367469879,0.233333333,0.305128205,0.461538461,0.055555555,0.322222222,0.4,0.34871795,0.25128205,-0.49527166,3.920110021,10,0,-3.431070328,0.304650039,0.740077231,0.480939529,134.3270895,226.0543079,245.0185507,219.7835723,11.33495928
2022,Aaron Judge,NYY,30,157,696,570,0.159482758,0.251436781,0.42532691,0.26845638,0.67620751,0.72168285,0.51666667,0.85185185,0.38472127,0.11837577,95.77769619,118.4,14.87468672,0.26237624,0.61138614,0.340236686,0.1925,0.3725,0.435,0.045977011,0.356321839,0.475,0.3175,0.2075,1.046256584,4.03627478,16,3,-4.144947052,0.303865889,0.73157512,0.468061058,128.0609927,212.415295,251.4273959,206.1548368,11.09254743
2024,Bobby Witt Jr.,KCR,24,161,709,636,0.080394922,0.149506346,0.51173528,0.35448718,0.74783446,0.8075188,0.69981917,0.88416988,0.39976914,0.09838586,92.7327123,116.9,15.11895911,0.14312268,0.48327138,0.35375494,0.185873605,0.369888475,0.444237918,0.10878661,0.133891213,0.35130112,0.38475836,0.26394052,4.485809095,7.202324158,31,12,7.061040878,0.308841633,0.582779267,0.406940569,138.3975009,175.0982718,165.5790556,169.1339318,10.48966198
2018,Mookie Betts,BOS,25,136,614,520,0.131921824,0.148208469,0.35631294,0.1977058,0.57,0.85869565,0.70648464,0.92982456,0.42602634,0.05034857,92.27837028,110.6,18.48372093,0.140553,0.50230415,0.368159203,0.211981566,0.338709677,0.449308755,0.092307692,0.164102564,0.47235023,0.34792627,0.1797235,7.713734317,6.963847716,30,6,-5.272633076,0.309364348,0.607269405,0.431400489,138.5758949,191.164132,176.3886218,184.9969736,10.18604182
2025,Aaron Judge,NYY,33,152,679,541,0.182621502,0.235640648,0.43671608,0.2574698,0.70321361,0.67624021,0.44444444,0.80241935,0.40212847,0.14123007,95.42196584,118.1,19.0620155,0.24742268,0.58247423,0.376119402,0.195876288,0.340206185,0.463917525,0.066666666,0.294444444,0.36597938,0.37371134,0.26030928,-4.142770311,4.561006247,12,5,-10.27949142,0.299911216,0.708415392,0.459255701,135.7808784,215.3664171,220.3638848,204.4578696,10.12667685
2018,Mike Trout,LAA,26,140,608,471,0.200657894,0.203947368,0.3755407,0.21759891,0.59052925,0.8408377,0.68965517,0.91666667,0.42351553,0.05977192,91.19174012,118,18.61538462,0.16477273,0.46022727,0.346153846,0.233618233,0.313390313,0.452991452,0.094339622,0.245283018,0.4017094,0.37321937,0.22507123,3.807369278,5.926503882,24,2,0.225765198,0.294044689,0.602678729,0.434750713,124.943871,195.0529854,189.6478146,188.3163035,9.416220686
2023,Ronald Acuña Jr.,ATL,25,159,735,643,0.108843537,0.114285714,0.46189792,0.26786824,0.72804774,0.8311284,0.73781903,0.87822014,0.42163911,0.07780567,94.70874721,121.2,7.408199643,0.15302491,0.55160142,0.3378119,0.201067615,0.494661921,0.304270462,0.046783625,0.239766081,0.39679715,0.35587189,0.24733096,8.872128101,7.284336988,73,14,-7.217076778,0.35100121,0.66848912,0.461176122,134.9757792,171.7886222,155.0651354,171.4487274,9.153116676
2025,Cal Raleigh,SEA,28,159,705,596,0.137588652,0.266666666,0.51730226,0.35685367,0.76881233,0.71331058,0.55753647,0.82665094,0.3894774,0.14825274,91.26374316,114.7,25.16788321,0.1946472,0.49635036,0.247863247,0.172749391,0.250608272,0.576642335,0.139240506,0.253164556,0.55474453,0.25060827,0.1946472,-2.760269746,3.612540529,14,4,5.085733891,0.231260338,0.546677557,0.370549801,101.2171078,159.8312304,211.4288676,161.1147743,9.062879106
2024,Shohei Ohtani,LAD,29,159,731,636,0.110807113,0.221614227,0.4721635,0.30466384,0.70513901,0.73507463,0.5944334,0.81959379,0.41825229,0.12508809,95.80460578,119.2,16.19874477,0.21369295,0.59751037,0.336470588,0.236401673,0.359832635,0.40376569,0.051813471,0.279792746,0.42379958,0.34655532,0.22964509,9.735348321,8.105655161,59,4,-17.1759243,0.309617624,0.672089823,0.443897981,125.4853939,183.701513,214.2138786,179.6782932,8.948559152
2017,Aaron Judge,NYY,25,155,678,542,0.187315634,0.30678466,0.41083975,0.24681793,0.66159052,0.67589577,0.44843049,0.8056266,0.39544998,0.1331549,95.01157386,121.1,15.83086053,0.25739645,0.55029586,0.356643356,0.218934911,0.349112426,0.431952662,0.061643835,0.356164383,0.41420118,0.30769231,0.27810651,-1.161920076,4.817953442,9,4,-7.451987743,0.287040668,0.668491667,0.45026038,110.8939955,175.9190641,197.6138147,173.8166436,8.694270303
2016,Mike Trout,LAA,24,159,681,549,0.170337738,0.201174743,0.38750839,0.22978476,0.60285941,0.81369151,0.70632911,0.86956522,0.42276696,0.07133378,90.91620558,117.1,13.70822943,0.14148681,0.40047962,0.37113402,0.220623501,0.412470023,0.366906474,0.02614379,0.189542483,0.40527578,0.32853717,0.26618705,5.115160327,6.555580889,30,7,0.972793102,0.30369044,0.569495282,0.42560436,122.4006584,166.6891623,141.2007025,170.1334302,8.636526911
2019,Alex Bregman,HOU,25,156,690,554,0.172463768,0.120289855,0.35084106,0.18843931,0.58833474,0.86986301,0.76993865,0.91666667,0.40611054,0.04562607,89.26624265,107.4,19.61752137,0.0480167,0.37160752,0.280821917,0.225469728,0.315240083,0.459290187,0.118181818,0.186363636,0.45302714,0.36325678,0.18371608,-1.14627677,3.838061281,5,1,3.280748844,0.264188894,0.455299999,0.374715811,116.6672335,165.4420045,158.8517884,167.294541,8.323392223
2024,Juan Soto,NYY,25,157,713,576,0.180925666,0.16690042,0.36891892,0.21299435,0.60084034,0.7985348,0.67374005,0.86433566,0.40202703,0.07409902,94.1859375,115.7,10.67252747,0.19739696,0.56832972,0.297619047,0.203947368,0.436403508,0.359649122,0.085365853,0.25,0.45119306,0.34707158,0.20173536,-3.868738689,4.300614076,7,4,-7.379971027,0.310993474,0.656122879,0.463642287,120.2232634,180.1189516,181.7052368,180.9905556,8.290403914
2025,Bobby Witt Jr.,KCR,25,157,687,623,0.071324599,0.181950509,0.51095181,0.34530387,0.73659454,0.78332034,0.65,0.86845466,0.42333732,0.11066879,93.30000311,117.5,15.17330677,0.12475248,0.48514851,0.334024896,0.201980198,0.370297029,0.427722772,0.106481481,0.106481481,0.34851485,0.36831683,0.28316832,7.413172552,6.856770196,38,9,6.460904121,0.285246572,0.507625161,0.365182075,121.2027921,135.5269619,126.9118865,129.716442,8.011112535
2024,Gunnar Henderson,BAL,23,159,719,630,0.108484005,0.221140472,0.44233425,0.26157547,0.68613139,0.7782982,0.62298851,0.85815603,0.42575967,0.09782983,92.80421776,113.1,9.216842105,0.11157895,0.53894737,0.319634703,0.206315789,0.467368421,0.326315789,0.077419354,0.238709677,0.39157895,0.37684211,0.23157895,3.988065809,6.711413311,21,4,6.903290749,0.279022969,0.498542191,0.373915666,117.2021623,151.964083,159.9775209,153.7950708,7.896378175
2018,Alex Bregman,HOU,24,157,705,594,0.136170212,0.120567375,0.37114498,0.20012277,0.60486577,0.88538682,0.79141104,0.92787795,0.4225452,0.04253811,89.35295429,107.6,16.74212598,0.07617188,0.3984375,0.288981288,0.219178082,0.346379647,0.43444227,0.126126126,0.139639639,0.484375,0.32421875,0.19140625,3.430004284,3.623655736,10,4,3.139002085,0.267230116,0.463590515,0.36895704,114.5726628,151.4080905,147.3495757,156.8536579,7.892145891
2018,Francisco Lindor,CLE,24,158,745,661,0.093959731,0.143624161,0.46915696,0.32701149,0.67911715,0.84075968,0.74516696,0.90875,0.40370117,0.07465753,90.59291193,114.5,14.69636364,0.09285714,0.40535714,0.279383429,0.215827338,0.388489208,0.395683453,0.104545454,0.172727272,0.40357143,0.34642857,0.25,1.43269739,5.423352989,25,10,7.023318768,0.291394461,0.515862887,0.377613833,110.8327629,134.9126553,145.1112235,131.5238707,7.79527559
2019,Cody Bellinger,LAD,23,156,660,558,0.143939393,0.163636363,0.44419643,0.26795753,0.70377185,0.78140704,0.69463869,0.83006536,0.40438988,0.09709821,91.14406809,110.6,17.85234899,0.1277533,0.45594714,0.302211302,0.261640798,0.314855875,0.423503325,0.089005235,0.246073298,0.47912088,0.32307692,0.1978022,1.457010838,4.986991753,15,5,-6.367168903,0.319396035,0.635497274,0.429698409,118.139301,164.0615589,173.2838588,160.6218182,7.776924477
2024,Francisco Lindor,NYM,30,152,689,618,0.081277213,0.184325108,0.48507188,0.30506246,0.7147651,0.78647416,0.66163793,0.85446009,0.43936602,0.10346097,90.88983899,112.7,17.03252033,0.13562753,0.47368421,0.295010845,0.223123732,0.344827586,0.432048681,0.07511737,0.154929577,0.4534413,0.34008097,0.20647773,4.00386171,5.650956853,29,4,6.639230251,0.278262319,0.538687089,0.381032855,110.7853408,132.8696447,144.2216657,136.8756488,7.732129733
2017,Jose Altuve,HOU,27,153,662,590,0.087613293,0.126888217,0.47573657,0.33135215,0.67775468,0.84881603,0.74887892,0.91717791,0.41681109,0.07192374,86.12690606,109.1,9.676706827,0.0665362,0.28375734,0.37037037,0.20318725,0.470119521,0.326693227,0.091463414,0.146341463,0.40784314,0.32941176,0.2627451,5.442379794,6.373773034,32,6,1.876428127,0.290619632,0.47728053,0.360236122,134.9474717,153.6944647,116.1444857,159.6406804,7.699925867
2023,Freddie Freeman,LAD,33,161,730,637,0.098630136,0.165753424,0.50999636,0.30082331,0.79180887,0.81539558,0.68842105,0.88038793,0.4260269,0.09401089,89.98207942,110.6,15.17919075,0.11132438,0.42226488,0.369918699,0.276391554,0.353166986,0.370441458,0.03626943,0.150259067,0.3646833,0.35700576,0.27831094,4.532508202,5.992156243,23,1,-11.81698704,0.314716177,0.566569459,0.40546397,132.4799349,162.7596951,141.438901,161.0068464,7.697786419
2018,Christian Yelich,MIL,26,147,651,574,0.104454685,0.207373271,0.4399684,0.27722772,0.64579606,0.78994614,0.62244898,0.88088643,0.44154818,0.09241706,92.6285406,113.6,4.95890411,0.1292517,0.50793651,0.372839506,0.246575342,0.51826484,0.235159817,0.048543689,0.349514563,0.34920635,0.38095238,0.26984127,6.350333678,6.838882468,22,4,-5.734452724,0.31250612,0.564824841,0.412196912,128.384502,166.3851798,166.3804443,167.0841111,7.671835803
2019,Mike Trout,LAA,27,134,600,470,0.183333333,0.2,0.36827421,0.20505992,0.61171797,0.82251082,0.69155844,0.88798701,0.40135512,0.06536469,90.89541547,116.6,22.20916905,0.18926554,0.43785311,0.297734627,0.265536723,0.242937853,0.491525423,0.097701149,0.258620689,0.42372881,0.33333333,0.24293785,2.567586883,4.86515642,11,2,0.506972313,0.311060467,0.680641454,0.461113266,114.8781745,182.0842979,189.5257639,176.5642238,7.645156686
2018,José Ramírez,CLE,25,157,698,578,0.151862464,0.11461318,0.38453849,0.22259508,0.62324815,0.87694974,0.79396985,0.92063492,0.4041986,0.0473018,89.00935277,110.2,18.97764228,0.08333333,0.3452381,0.251612903,0.206759443,0.333996023,0.459244532,0.129870129,0.168831168,0.5,0.3015873,0.1984127,6.0993145,6.187422316,34,6,1.886716127,0.261077746,0.470095415,0.364609106,108.047641,153.8337272,169.0605381,147.302301,7.616118881
2023,Mookie Betts,LAD,30,152,693,584,0.138528138,0.154401154,0.38104021,0.2,0.63014899,0.84898354,0.6433121,0.93880389,0.4208779,0.05745856,92.39792693,110.1,20.55394191,0.12448133,0.48547718,0.316027088,0.236514522,0.278008298,0.485477178,0.089743589,0.166666666,0.4626556,0.35477178,0.18257261,0.735638756,4.464695626,14,3,-2.273662329,0.287886711,0.572094538,0.408276102,122.5878045,165.275004,163.5314635,164.9686954,7.596605448
2016,Kris Bryant,CHC,24,155,699,603,0.107296137,0.220314735,0.48843284,0.30798722,0.74170404,0.73262032,0.59751037,0.81136638,0.41604478,0.12967766,89.25856032,112.6,20.73198198,0.11725664,0.38938053,0.331719128,0.236725663,0.305309734,0.457964601,0.120772946,0.188405797,0.46681416,0.33628319,0.19690265,2.716659934,4.485505117,8,5,-1.432899117,0.26777014,0.548461402,0.386087757,112.0580617,146.7784806,158.9117454,148.3360128,7.522582376
2025,Shohei Ohtani,LAD,30,158,727,611,0.149931224,0.257221458,0.44921466,0.29560117,0.675,0.68376068,0.5218254,0.78799489,0.40488656,0.14191074,94.88074934,120,14.97652582,0.23364486,0.58411215,0.315363881,0.169014084,0.392018779,0.438967136,0.053475935,0.294117647,0.45539906,0.37089202,0.17370892,3.680434776,7.133026572,20,6,-17.0678997,0.274308302,0.649394001,0.425095992,114.0524456,178.1683009,219.2719616,172.3156046,7.480110533
2016,Mookie Betts,BOS,23,158,730,672,0.067123287,0.109589041,0.41189509,0.25528914,0.58417378,0.87264574,0.71546961,0.94820717,0.47617289,0.05241787,89.74551872,114.7,12.47377327,0.05175292,0.40066778,0.322183098,0.192629815,0.413735343,0.39363484,0.123404255,0.131914893,0.39732888,0.35058431,0.25208681,8.895772348,6.363683289,26,4,-7.107337475,0.278784648,0.446234921,0.336681265,123.6956692,138.8561117,129.6636441,135.5569886,7.405659618
2018,Manny Machado,- - -,25,162,709,632,0.098730606,0.146685472,0.48754448,0.32211221,0.734714,0.79805353,0.65778689,0.88993289,0.40094899,0.09845789,91.61970128,114.8,14.35834897,0.11257036,0.48405253,0.304435483,0.178236397,0.399624765,0.422138836,0.115555555,0.164444444,0.38086304,0.36210131,0.25703565,2.968619218,4.374512405,14,2,6.733537912,0.283544299,0.512329102,0.368895667,118.3634997,143.0221683,145.3270869,140.7817784,7.248650178
2022,Nolan Arenado,STL,31,148,620,557,0.083870967,0.116129032,0.48369099,0.360587,0.67964405,0.82253771,0.72093023,0.90834697,0.38583691,0.08583691,88.81724846,111.4,21.70901639,0.08179959,0.38854806,0.289760348,0.204498977,0.296523517,0.498977505,0.168032786,0.122950819,0.47852761,0.32515337,0.19631902,0.063705885,2.584047209,5,3,0.081732258,0.263215541,0.464368501,0.343258791,120.4488266,148.1143158,155.2194151,149.2387332,7.210835513
2016,Jose Altuve,HOU,26,161,717,640,0.083682008,0.097629009,0.49117043,0.3273767,0.71235521,0.86120401,0.77729258,0.91327913,0.42546201,0.06709782,88.25115175,109,11.34635879,0.06896552,0.3637931,0.347197106,0.262237762,0.416083916,0.321678321,0.048913043,0.130434782,0.45344828,0.35689655,0.18965517,2.849026077,5.757962123,30,10,0.857338011,0.318262316,0.525674065,0.384730256,131.0942891,148.5168542,116.4290098,151.9416936,7.18713919
2021,Trea Turner,- - -,28,148,646,595,0.063467492,0.170278637,0.49195495,0.30693069,0.73600746,0.79231398,0.63133641,0.88086185,0.4312148,0.10213108,89.5761819,112.2,11.37166324,0.07361963,0.46216769,0.362255965,0.210633946,0.45194274,0.337423312,0.096969696,0.169696969,0.37627812,0.37423313,0.24948875,7.594863396,6.365253518,32,5,4.954845905,0.300309585,0.484603895,0.363471616,131.6604206,142.3716204,121.5704733,142.5075821,7.129580719
2022,Manny Machado,SDP,29,150,644,578,0.097826086,0.206521739,0.50780261,0.34183322,0.76956522,0.76827243,0.64314516,0.8559322,0.38802193,0.11767187,91.50782998,112.4,16.00223714,0.098434,0.48993289,0.337349397,0.205816554,0.378076062,0.416107382,0.150537634,0.17204301,0.41163311,0.33780761,0.25055928,-0.365698399,4.336591448,9,1,0.339505494,0.262963952,0.469290024,0.345019945,122.4815778,150.2694117,150.696224,151.891971,7.129193899
2025,Geraldo Perdomo,ARI,25,161,720,597,0.130555555,0.115277777,0.3918829,0.21873036,0.58657244,0.89728353,0.80172414,0.9373494,0.47072522,0.04023944,87.55029392,108.2,15.48732943,0.0619137,0.31894934,0.302970297,0.233009708,0.374757281,0.392233009,0.138613861,0.0990099,0.4315197,0.315197,0.2532833,3.762194518,5.713478188,27,6,7.330245495,0.278101894,0.423629761,0.356177541,117.4056878,137.6246183,111.1280951,137.9875505,7.078549937
2017,Kris Bryant,CHC,25,151,665,549,0.142857142,0.192481203,0.45399698,0.28308097,0.6831421,0.77740864,0.64651163,0.8501292,0.42722474,0.10105581,87.00423713,113,17.00470588,0.09601874,0.37002342,0.334170854,0.199063231,0.37704918,0.423887587,0.055248618,0.160220994,0.41217799,0.36299766,0.22482436,4.364855075,4.392772371,7,5,1.700387836,0.260071303,0.497475298,0.376002651,112.9237737,145.5131345,137.7164082,146.576283,6.994580319
2017,José Ramírez,CLE,24,152,645,585,0.080620155,0.106976744,0.43378641,0.25361819,0.66637011,0.87376902,0.76630435,0.92656876,0.43650485,0.05473602,88.19302628,108.3,14.95542636,0.04990403,0.34548944,0.319105691,0.213872832,0.389210019,0.396917148,0.097087378,0.140776699,0.46257198,0.32053743,0.2168906,3.537867213,6.014238567,17,5,2.253085613,0.302549214,0.488091556,0.361067161,124.0919687,150.7414363,152.5736289,146.3522184,6.991392696
2022,Jose Altuve,HOU,32,141,604,527,0.109271523,0.144039735,0.43804159,0.31387363,0.65023474,0.84569733,0.76805252,0.90974729,0.36915078,0.06759099,85.91212303,109.8,16.12820513,0.07709751,0.29705215,0.314769975,0.203703703,0.409722222,0.386574074,0.119760479,0.16766467,0.51927438,0.31746032,0.16326531,0.364824655,5.044068354,18,1,1.756400824,0.267500492,0.452162706,0.355876356,123.6416879,161.3249104,156.3033105,164.4135436,6.857674108
2024,Jarren Duran,BOS,27,160,735,671,0.073469387,0.217687074,0.48223707,0.31238447,0.70819672,0.78118162,0.60157791,0.88657407,0.42912416,0.10533708,90.78228039,113.9,9.467583497,0.09320388,0.43883495,0.344827586,0.182711198,0.46561886,0.351669941,0.083798882,0.117318435,0.3223301,0.38058252,0.29708738,8.320960067,7.982662396,34,7,-1.753543615,0.266563028,0.456057284,0.339540888,118.7445689,135.3807901,133.8342263,130.7407066,6.84279221
2022,Paul Goldschmidt,STL,34,151,651,561,0.121351766,0.216589861,0.4165124,0.27627439,0.61690647,0.76266667,0.67653759,0.81778426,0.41169937,0.09885228,90.71867612,112.3,15.73995272,0.11502347,0.47183099,0.367609254,0.188679245,0.403301886,0.408018867,0.104046242,0.202312138,0.37735849,0.36320755,0.25943396,0.940457877,3.589410267,7,0,-11.94672966,0.261553442,0.503026809,0.37200734,130.5952271,173.7975179,167.9138169,175.4346759,6.830983251
2022,Freddie Freeman,LAD,32,159,708,612,0.118644067,0.144067796,0.49291682,0.3131068,0.76108597,0.83050847,0.75,0.87990488,0.40138031,0.08348457,91.30058366,112.3,13.57281553,0.09864603,0.47775629,0.358870967,0.274661508,0.386847195,0.338491295,0.034285714,0.12,0.36363636,0.33655706,0.29980658,1.673784665,4.802820884,13,3,-11.81127071,0.308253296,0.559069203,0.405976531,133.8356517,158.1689178,120.1848898,157.3618204,6.793077233
2016,Josh Donaldson,TOR,30,155,700,577,0.155714285,0.17,0.419652,0.24606414,0.66447368,0.76666667,0.63270142,0.83663366,0.41487547,0.09722222,92.1737851,114.1,14.87885463,0.12311015,0.4924406,0.299528301,0.212581344,0.381778741,0.405639913,0.101604278,0.197860962,0.4600432,0.27645788,0.26349892,-1.586041333,5.089560152,7,1,-0.015432777,0.278273679,0.552477171,0.403331718,110.4022768,155.175761,159.3437783,156.6070174,6.792087675
2021,Juan Soto,WSN,22,151,654,502,0.221712538,0.142201834,0.34986544,0.1514154,0.6284658,0.82087912,0.62608696,0.88676471,0.41599385,0.0626682,92.95060911,116.6,5.777239709,0.13285024,0.52657005,0.332467532,0.185990338,0.526570048,0.287439613,0.06722689,0.243697478,0.3115942,0.43478261,0.25362319,-3.141065115,3.500271579,9,7,-6.522632599,0.299329959,0.547435159,0.42853815,125.6416198,169.4854057,128.9860224,163.693974,6.789773293
2021,Fernando Tatis Jr.,SDP,22,130,546,478,0.113553113,0.28021978,0.51284447,0.33257919,0.80613497,0.67213115,0.47845805,0.8021309,0.38066324,0.16814573,93.88322933,116.6,13.76219512,0.21276596,0.556231,0.324041811,0.198170731,0.402439024,0.399390243,0.114503816,0.320610687,0.48024316,0.30395137,0.21580547,5.662669646,5.320526053,25,4,3.542523146,0.274063557,0.619963259,0.406711296,113.460179,157.043777,191.5998411,157.6987803,6.781511801
2017,Mike Trout,LAA,25,114,507,402,0.185404339,0.177514792,0.37705689,0.19669421,0.61504907,0.83541147,0.68067227,0.90070922,0.43112365,0.06205924,88.79082402,114.7,18.0221519,0.13291139,0.40506329,0.318021201,0.183544303,0.367088607,0.449367088,0.098591549,0.232394366,0.40189873,0.35759494,0.24050633,3.686028795,6.180909541,22,4,0.977365673,0.293888054,0.589303467,0.424123947,119.4168623,182.5541185,186.2176931,180.493886,6.773722979
2019,Anthony Rendon,WSN,29,146,646,545,0.123839009,0.133126934,0.43147014,0.23765635,0.70082342,0.88287489,0.77839335,0.93211488,0.41845329,0.05051665,90.41709235,107.7,19.56623932,0.11965812,0.46581197,0.322580645,0.211538461,0.331196581,0.457264957,0.102803738,0.158878504,0.42094017,0.32905983,0.25,-0.79677303,4.437957818,5,1,2.169637918,0.309658729,0.589822024,0.414034231,123.8033569,158.8502944,148.991269,154.7779765,6.768231666
2025,Trea Turner,PHI,32,141,639,589,0.067292644,0.167449139,0.51433319,0.3470255,0.75175879,0.77059774,0.58367347,0.89304813,0.41337765,0.1179402,89.34607438,111.7,9.111570248,0.05785124,0.4214876,0.34968017,0.19214876,0.479338842,0.328512396,0.088050314,0.094339622,0.39876033,0.36570248,0.23553719,7.955487499,7.195913994,36,7,6.148833275,0.270308101,0.410307776,0.320880687,123.1275113,125.5746343,98.42109466,124.8082278,6.677112544
2016,Buster Posey,SFG,29,146,614,539,0.104234527,0.110749185,0.47110719,0.29339853,0.68076923,0.86985019,0.78055556,0.91525424,0.45875607,0.06051371,90.50772867,110.2,9.974248927,0.06889353,0.43215031,0.303225806,0.215031315,0.486430062,0.298538622,0.048951048,0.097902097,0.35490605,0.35281837,0.29227557,-2.626637923,4.124814387,6,1,7.790351391,0.28842884,0.480514237,0.361869709,110.4054936,111.5745088,88.89033634,114.034618,6.668210297
2022,J.T. Realmuto,PHI,31,139,562,504,0.072953736,0.211743772,0.49019608,0.34957463,0.69222222,0.76651163,0.6659292,0.83948636,0.41039672,0.11445508,90.28432278,110.4,13.10539846,0.11282051,0.47179487,0.317934782,0.197435897,0.443589743,0.358974358,0.085714285,0.157142857,0.39230769,0.33589744,0.27179487,3.476746713,6.876876826,21,1,9.326703072,0.272794234,0.476105252,0.353817695,113.5153068,129.0477582,130.5768166,128.7020252,6.652136159
2021,Bryce Harper,PHI,28,141,599,488,0.166944908,0.223706176,0.47208333,0.29436039,0.74524313,0.69549868,0.54205607,0.78865248,0.39416667,0.14369013,92.47777555,116.3,13.30769231,0.18055556,0.49722222,0.359133126,0.219373219,0.407407407,0.373219373,0.06870229,0.267175572,0.38055556,0.34444444,0.275,-0.273893231,4.349783555,13,3,-6.258000851,0.295172488,0.622496808,0.431397243,124.3067516,177.687751,178.1106281,170.4842575,6.651533529
2022,Dansby Swanson,ATL,28,162,696,640,0.070402298,0.261494252,0.49472535,0.31371321,0.74565972,0.71838235,0.57085828,0.80442375,0.41906148,0.1392221,90.17873848,109.6,15.73752711,0.10822511,0.46320346,0.347826086,0.212121212,0.387445887,0.4004329,0.064864864,0.135135135,0.3982684,0.35064935,0.25108225,3.732062434,4.79645712,18,7,7.371397972,0.256300184,0.479397865,0.341592759,113.8317617,117.1621186,109.8861516,116.7711499,6.640533677
2019,Christian Yelich,MIL,27,130,580,489,0.137931034,0.203448275,0.45183888,0.30648464,0.71184371,0.73837209,0.56792873,0.86963979,0.35858144,0.11821366,93.28811233,117.9,11.25945946,0.15775401,0.48663102,0.354545454,0.209115281,0.431635388,0.359249329,0.074626865,0.328358208,0.39304813,0.37433155,0.23262032,7.15355466,6.217791318,30,2,-5.831617832,0.310905158,0.625428882,0.426047158,127.6723024,180.4633699,182.4405392,174.1123611,6.638381167
2023,Matt Olson,ATL,29,162,720,608,0.144444444,0.231944444,0.46845681,0.29465241,0.73464373,0.74585635,0.69509982,0.77703456,0.39501779,0.11886305,93.71373522,118.6,16.09234234,0.16404494,0.55505618,0.301790281,0.177528089,0.386516853,0.435955056,0.030927835,0.278350515,0.38202247,0.37303371,0.24494382,0.200877478,3.134734333,1,0,-12.22565174,0.262130435,0.572221561,0.395721564,113.1441098,165.2155021,192.6407141,161.5003752,6.60142136
2023,Shohei Ohtani,LAA,28,135,599,497,0.151919866,0.238731218,0.48017241,0.33309659,0.70723684,0.70915619,0.56503198,0.81395349,0.39310345,0.1391155,94.39550781,118.6,13.16011236,0.19337017,0.53314917,0.341853035,0.182072829,0.422969187,0.394957983,0.056737588,0.312056737,0.38935574,0.36134454,0.24929972,2.486231183,6.613154488,20,6,-14.47530842,0.290399478,0.647123333,0.427626865,123.1250165,188.8983257,212.093109,180.2209019,6.583737279
2016,Brian Dozier,MIN,29,155,691,615,0.088277858,0.199710564,0.43781634,0.29080675,0.63924593,0.79025599,0.68817204,0.8538874,0.42190889,0.09110473,88.05754047,107.7,18.78131635,0.08264463,0.36157025,0.279545454,0.158995815,0.364016736,0.476987447,0.131578947,0.184210526,0.56404959,0.28305785,0.15289256,5.257116929,6.134801767,18,2,2.066185713,0.234501638,0.45987335,0.328558417,104.2122619,134.4449693,167.0861639,131.5712089,6.568685489
2024,Elly De La Cruz,CIN,22,160,696,618,0.099137931,0.31321839,0.42893493,0.29652227,0.62410072,0.67881356,0.49794239,0.8054755,0.40421665,0.13761801,91.8288568,114.7,9.712121212,0.12655087,0.45657568,0.359042553,0.206549118,0.46347607,0.329974811,0.053435114,0.190839694,0.43920596,0.34243176,0.21836228,7.458791614,8.693407956,67,16,7.155348301,0.237136444,0.437115905,0.329891437,104.8855297,123.9589085,134.9502728,119.2651061,6.550527704
2025,Corbin Carroll,ARI,24,143,642,564,0.10436137,0.238317757,0.48818582,0.34982818,0.68138196,0.77358491,0.69155206,0.83239437,0.41730076,0.11048839,92.08280683,115.8,16.69733656,0.14457831,0.49879518,0.299479166,0.2,0.346987951,0.453012048,0.127659574,0.164893617,0.45542169,0.32289157,0.22168675,10.26703043,8.263980311,32,6,-6.392317295,0.262357203,0.528912962,0.371978952,104.879623,142.524173,181.5845928,139.088396,6.53919756
2019,Marcus Semien,OAK,28,162,747,657,0.116465863,0.136546184,0.42091062,0.23045744,0.68659128,0.82852564,0.68341709,0.89647059,0.41753794,0.07217538,88.93058894,108.2,14.89377289,0.08453237,0.37589928,0.294455066,0.2,0.41081081,0.389189189,0.087962962,0.152777777,0.44064748,0.3147482,0.24460432,-0.071116881,5.126059174,10,8,7.381685734,0.271970578,0.495840539,0.362238941,112.1737021,132.9239054,127.4140308,137.6770368,6.5031903
2019,Rafael Devers,BOS,22,156,702,647,0.068376068,0.169515669,0.54914611,0.40509554,0.76150235,0.7788528,0.71855346,0.82614057,0.40417457,0.12139605,92.46451761,115,10.43263757,0.09039548,0.48399247,0.339357429,0.212523719,0.44402277,0.34345351,0.099447513,0.17679558,0.42075472,0.30188679,0.27735849,-1.71579865,4.930791898,8,8,2.222221375,0.297846744,0.526066547,0.366744533,122.435284,137.7270239,131.0420963,132.3260746,6.463560702
